"customer_id","recency","frequency","monetary","rfm_score","r_score","f_score","m_score","total_score","rfm_segmenting"
"20","91","7","183","122",1,2,2,5,"Lost"
"6619","91","4","44","111",1,1,1,3,"Lost"
"4754","91","6","122","122",1,2,2,5,"Lost"
"10590","91","22","1483","155",1,5,5,11,"Established Spender"
"451","91","4","22","111",1,1,1,3,"Lost"
"1833","91","7","133","122",1,2,2,5,"Lost"
"1142","91","14","428","133",1,3,3,7,"Lost"
"10394","91","17","1479","145",1,4,5,10,"Lost"
"4817","91","3","18","111",1,1,1,3,"Lost"
"4990","90","20","869","154",1,5,4,10,"Lost"
"11030","90","3","16","111",1,1,1,3,"Lost"
"8867","90","19","2126","145",1,4,5,10,"Lost"
"1357","90","12","1562","135",1,3,5,9,"Big Spender"
"10854","90","5","45","121",1,2,1,4,"Lost"
"4587","90","11","266","133",1,3,3,7,"Lost"
"832","90","20","747","154",1,5,4,10,"Lost"
"450","90","9","270","133",1,3,3,7,"Lost"
"5667","90","23","1701","155",1,5,5,11,"Established Spender"
"221","90","9","242","133",1,3,3,7,"Lost"
"5558","90","14","1685","135",1,3,5,9,"Big Spender"
"9516","90","26","1229","155",1,5,5,11,"Established Spender"
"4148","90","12","348","133",1,3,3,7,"Lost"
"1291","90","12","351","133",1,3,3,7,"Lost"
"4964","90","17","1158","144",1,4,4,9,"Lost"
"11031","90","4","40","111",1,1,1,3,"Lost"
"7419","90","5","35","111",1,1,1,3,"Lost"
"2747","90","19","2126","145",1,4,5,10,"Lost"
"4351","90","4","55","111",1,1,1,3,"Lost"
"7422","90","13","369","133",1,3,3,7,"Lost"
"4554","89","13","448","133",1,3,3,7,"Lost"
"7892","89","6","75","122",1,2,2,5,"Lost"
"3233","89","26","1117","154",1,5,4,10,"Lost"
"2986","89","3","20","111",1,1,1,3,"Lost"
"3104","89","20","2006","155",1,5,5,11,"Established Spender"
"3426","89","23","1596","155",1,5,5,11,"Established Spender"
"10812","89","6","90","122",1,2,2,5,"Lost"
"5455","89","7","122","122",1,2,2,5,"Lost"
"9140","89","6","91","122",1,2,2,5,"Lost"
"9298","89","17","1798","145",1,4,5,10,"Lost"
"8212","89","8","174","122",1,2,2,5,"Lost"
"5316","89","6","84","122",1,2,2,5,"Lost"
"6974","89","21","1497","155",1,5,5,11,"Established Spender"
"5043","89","11","434","133",1,3,3,7,"Lost"
"2975","89","22","1956","155",1,5,5,11,"Established Spender"
"10598","89","5","37","111",1,1,1,3,"Lost"
"2909","89","18","1264","145",1,4,5,10,"Lost"
"7960","89","25","1382","155",1,5,5,11,"Established Spender"
"7791","89","4","25","111",1,1,1,3,"Lost"
"1404","89","9","231","133",1,3,3,7,"Lost"
"5176","88","4","53","111",1,1,1,3,"Lost"
"8148","88","20","859","144",1,4,4,9,"Lost"
"3083","88","13","373","133",1,3,3,7,"Lost"
"3136","88","19","663","144",1,4,4,9,"Lost"
"8162","88","4","26","111",1,1,1,3,"Lost"
"9386","88","12","320","133",1,3,3,7,"Lost"
"503","88","5","53","111",1,1,1,3,"Lost"
"4682","88","12","310","133",1,3,3,7,"Lost"
"692","88","3","16","111",1,1,1,3,"Lost"
"6991","88","18","637","144",1,4,4,9,"Lost"
"8015","88","19","1313","145",1,4,5,10,"Lost"
"2736","88","21","849","154",1,5,4,10,"Lost"
"10323","88","11","304","133",1,3,3,7,"Lost"
"7706","88","24","1048","154",1,5,4,10,"Lost"
"8132","88","19","661","144",1,4,4,9,"Lost"
"1745","88","19","1313","145",1,4,5,10,"Lost"
"5798","87","14","985","134",1,3,4,8,"Lost"
"1118","87","19","685","144",1,4,4,9,"Lost"
"7433","87","8","165","122",1,2,2,5,"Lost"
"6327","87","16","1146","144",1,4,4,9,"Lost"
"4042","87","8","180","122",1,2,2,5,"Lost"
"3010","87","19","2069","145",1,4,5,10,"Lost"
"7094","87","23","1064","154",1,5,4,10,"Lost"
"5084","87","23","1064","154",1,5,4,10,"Lost"
"7801","87","18","728","144",1,4,4,9,"Lost"
"7274","87","21","2153","155",1,5,5,11,"Established Spender"
"2902","87","4","45","111",1,1,1,3,"Lost"
"6977","87","28","1921","155",1,5,5,11,"Established Spender"
"1491","87","14","559","133",1,3,3,7,"Lost"
"6131","87","14","431","133",1,3,3,7,"Lost"
"10379","87","16","574","143",1,4,3,8,"Lost"
"4507","87","21","1250","155",1,5,5,11,"Established Spender"
"7023","87","11","263","133",1,3,3,7,"Lost"
"606","87","3","15","111",1,1,1,3,"Lost"
"550","87","19","708","144",1,4,4,9,"Lost"
"2350","87","13","1027","134",1,3,4,8,"Lost"
"4478","87","18","653","144",1,4,4,9,"Lost"
"2445","87","5","63","112",1,1,2,4,"Lost"
"4279","87","5","54","111",1,1,1,3,"Lost"
"1137","87","16","1379","145",1,4,5,10,"Lost"
"5346","87","6","79","122",1,2,2,5,"Lost"
"3332","87","8","165","122",1,2,2,5,"Lost"
"2564","87","8","165","122",1,2,2,5,"Lost"
"2278","86","6","133","122",1,2,2,5,"Lost"
"4676","86","23","1695","155",1,5,5,11,"Established Spender"
"2961","86","13","382","133",1,3,3,7,"Lost"
"7325","86","4","40","111",1,1,1,3,"Lost"
"2304","86","21","770","154",1,5,4,10,"Lost"
"4547","86","4","25","111",1,1,1,3,"Lost"
"6940","86","8","223","123",1,2,3,6,"Lost"
"9","86","7","120","122",1,2,2,5,"Lost"
"10703","86","7","120","122",1,2,2,5,"Lost"
"2804","86","7","120","122",1,2,2,5,"Lost"
"4915","86","19","732","144",1,4,4,9,"Lost"
"3194","86","18","1230","145",1,4,5,10,"Lost"
"10466","86","5","60","112",1,1,2,4,"Lost"
"9697","86","17","542","143",1,4,3,8,"Lost"
"7592","86","9","209","133",1,3,3,7,"Lost"
"8079","86","6","55","121",1,2,1,4,"Lost"
"455","86","9","209","133",1,3,3,7,"Lost"
"10032","86","7","53","121",1,2,1,4,"Lost"
"2005","86","6","75","122",1,2,2,5,"Lost"
"8700","86","6","66","122",1,2,2,5,"Lost"
"6825","86","3","16","111",1,1,1,3,"Lost"
"6488","86","7","99","122",1,2,2,5,"Lost"
"3170","86","14","1042","134",1,3,4,8,"Lost"
"7937","86","6","58","122",1,2,2,5,"Lost"
"10505","86","14","1001","134",1,3,4,8,"Lost"
"231","86","5","32","111",1,1,1,3,"Lost"
"11148","85","3","13","111",1,1,1,3,"Lost"
"8663","85","3","15","111",1,1,1,3,"Lost"
"5253","85","10","227","133",1,3,3,7,"Lost"
"1958","85","19","660","144",1,4,4,9,"Lost"
"4998","85","13","1033","134",1,3,4,8,"Lost"
"6417","85","23","1564","155",1,5,5,11,"Established Spender"
"9743","85","27","1910","155",1,5,5,11,"Established Spender"
"4200","85","11","275","133",1,3,3,7,"Lost"
"7321","85","13","1033","134",1,3,4,8,"Lost"
"9209","85","23","1564","155",1,5,5,11,"Established Spender"
"6049","85","26","1804","155",1,5,5,11,"Established Spender"
"6605","85","19","682","144",1,4,4,9,"Lost"
"6963","85","17","1157","144",1,4,4,9,"Lost"
"6289","85","8","185","122",1,2,2,5,"Lost"
"2712","85","19","715","144",1,4,4,9,"Lost"
"5234","85","5","81","122",1,2,2,5,"Lost"
"1065","85","18","1918","145",1,4,5,10,"Lost"
"6710","84","6","103","122",1,2,2,5,"Lost"
"1490","84","21","854","154",1,5,4,10,"Lost"
"2456","84","8","149","122",1,2,2,5,"Lost"
"9349","84","22","1131","154",1,5,4,10,"Lost"
"4541","84","10","257","133",1,3,3,7,"Lost"
"2230","84","7","43","121",1,2,1,4,"Lost"
"5939","84","7","122","122",1,2,2,5,"Lost"
"1627","84","21","789","154",1,5,4,10,"Lost"
"819","84","24","1103","154",1,5,4,10,"Lost"
"3152","84","6","89","122",1,2,2,5,"Lost"
"11188","84","6","89","122",1,2,2,5,"Lost"
"10144","84","14","576","133",1,3,3,7,"Lost"
"1440","84","23","1149","154",1,5,4,10,"Lost"
"3138","84","22","1676","155",1,5,5,11,"Established Spender"
"4832","84","6","101","122",1,2,2,5,"Lost"
"361","84","3","20","111",1,1,1,3,"Lost"
"9988","84","22","860","154",1,5,4,10,"Lost"
"10120","84","10","257","133",1,3,3,7,"Lost"
"988","84","17","1193","145",1,4,5,10,"Lost"
"2516","84","5","78","122",1,2,2,5,"Lost"
"8146","84","4","54","111",1,1,1,3,"Lost"
"7375","84","14","576","133",1,3,3,7,"Lost"
"11013","84","16","938","144",1,4,4,9,"Lost"
"7787","83","20","819","144",1,4,4,9,"Lost"
"8405","83","11","305","133",1,3,3,7,"Lost"
"10339","83","9","207","133",1,3,3,7,"Lost"
"5185","83","12","892","134",1,3,4,8,"Lost"
"7617","83","8","163","122",1,2,2,5,"Lost"
"3523","83","17","1073","144",1,4,4,9,"Lost"
"11088","83","17","1816","145",1,4,5,10,"Lost"
"3006","83","4","43","111",1,1,1,3,"Lost"
"7386","83","4","43","111",1,1,1,3,"Lost"
"55","83","18","597","143",1,4,3,8,"Lost"
"2150","83","21","1482","155",1,5,5,11,"Established Spender"
"3722","83","5","48","111",1,1,1,3,"Lost"
"7326","83","5","63","112",1,1,2,4,"Lost"
"5734","83","6","91","122",1,2,2,5,"Lost"
"1878","83","5","37","111",1,1,1,3,"Lost"
"4370","83","6","88","122",1,2,2,5,"Lost"
"8017","83","5","55","121",1,2,1,4,"Lost"
"3807","83","20","766","154",1,5,4,10,"Lost"
"2416","83","19","1288","145",1,4,5,10,"Lost"
"5278","83","20","902","154",1,5,4,10,"Lost"
"2453","83","20","819","154",1,5,4,10,"Lost"
"6376","83","15","545","133",1,3,3,7,"Lost"
"803","82","3","21","111",1,1,1,3,"Lost"
"1998","82","6","84","122",1,2,2,5,"Lost"
"4475","82","24","2440","155",1,5,5,11,"Established Spender"
"5975","82","5","57","122",1,2,2,5,"Lost"
"4432","82","5","51","111",1,1,1,3,"Lost"
"5079","82","6","97","122",1,2,2,5,"Lost"
"10675","82","17","1161","144",1,4,4,9,"Lost"
"2125","82","15","1102","134",1,3,4,8,"Lost"
"8397","82","4","34","111",1,1,1,3,"Lost"
"339","82","16","496","143",1,4,3,8,"Lost"
"9672","82","5","65","112",1,1,2,4,"Lost"
"1250","82","6","84","122",1,2,2,5,"Lost"
"10398","82","3","31","111",1,1,1,3,"Lost"
"9938","82","16","1600","145",1,4,5,10,"Lost"
"1612","82","6","47","121",1,2,1,4,"Lost"
"5692","82","4","32","111",1,1,1,3,"Lost"
"4385","82","6","47","121",1,2,1,4,"Lost"
"7004","82","6","84","122",1,2,2,5,"Lost"
"10868","82","17","1272","145",1,4,5,10,"Lost"
"6742","82","3","11","111",1,1,1,3,"Lost"
"8931","82","25","1761","155",1,5,5,11,"Established Spender"
"983","82","11","414","133",1,3,3,7,"Lost"
"310","81","17","573","143",1,4,3,8,"Lost"
"11166","81","12","315","133",1,3,3,7,"Lost"
"73","81","3","18","111",1,1,1,3,"Lost"
"4328","81","6","55","121",1,2,1,4,"Lost"
"9153","81","25","1048","154",1,5,4,10,"Lost"
"3182","81","9","263","133",1,3,3,7,"Lost"
"4174","81","7","130","122",1,2,2,5,"Lost"
"4910","81","29","2074","155",1,5,5,11,"Established Spender"
"17","81","24","1028","154",1,5,4,10,"Lost"
"8732","81","21","1461","155",1,5,5,11,"Established Spender"
"9224","81","23","1139","154",1,5,4,10,"Lost"
"6257","81","16","507","143",1,4,3,8,"Lost"
"7698","81","9","191","132",1,3,2,6,"Lost"
"2740","81","7","90","122",1,2,2,5,"Lost"
"520","81","3","30","111",1,1,1,3,"Lost"
"7732","81","19","745","144",1,4,4,9,"Lost"
"2002","81","16","1870","145",1,4,5,10,"Lost"
"955","81","10","240","133",1,3,3,7,"Lost"
"193","81","3","16","111",1,1,1,3,"Lost"
"1655","81","4","48","111",1,1,1,3,"Lost"
"6261","81","15","470","143",1,4,3,8,"Lost"
"6059","81","18","1314","145",1,4,5,10,"Lost"
"8372","81","3","30","111",1,1,1,3,"Lost"
"6274","81","24","1615","155",1,5,5,11,"Established Spender"
"564","81","23","906","154",1,5,4,10,"Lost"
"5229","81","4","42","111",1,1,1,3,"Lost"
"9120","80","15","1065","144",1,4,4,9,"Lost"
"5223","80","6","66","122",1,2,2,5,"Lost"
"7441","80","24","1615","155",1,5,5,11,"Established Spender"
"7683","80","20","787","144",1,4,4,9,"Lost"
"2488","80","6","64","122",1,2,2,5,"Lost"
"9907","80","24","1013","154",1,5,4,10,"Lost"
"9710","80","21","792","154",1,5,4,10,"Lost"
"6437","80","5","76","122",1,2,2,5,"Lost"
"5454","80","5","50","111",1,1,1,3,"Lost"
"9481","80","7","68","122",1,2,2,5,"Lost"
"9010","80","22","2346","155",1,5,5,11,"Established Spender"
"6999","80","22","834","154",1,5,4,10,"Lost"
"5252","80","5","67","112",1,1,2,4,"Lost"
"1509","80","22","523","153",1,5,3,9,"Lost"
"8852","80","23","1080","154",1,5,4,10,"Lost"
"3798","80","6","81","122",1,2,2,5,"Lost"
"3945","80","23","930","154",1,5,4,10,"Lost"
"7281","80","8","186","122",1,2,2,5,"Lost"
"5959","80","9","199","133",1,3,3,7,"Lost"
"2952","80","6","76","122",1,2,2,5,"Lost"
"4095","80","13","467","133",1,3,3,7,"Lost"
"702","80","15","521","133",1,3,3,7,"Lost"
"8312","80","5","43","121",1,2,1,4,"Lost"
"2563","80","5","43","121",1,2,1,4,"Lost"
"2549","80","4","27","111",1,1,1,3,"Lost"
"7574","80","5","41","121",1,2,1,4,"Lost"
"4259","80","3","10","111",1,1,1,3,"Lost"
"4271","80","11","341","133",1,3,3,7,"Lost"
"5474","79","9","223","133",1,3,3,7,"Lost"
"375","79","15","1156","244",2,4,4,10,"Loyal Customer At Risk"
"10936","79","15","1947","235",2,3,5,10,"Big Spender"
"9559","79","25","1034","254",2,5,4,11,"Loyal Customer At Risk"
"922","79","4","48","211",2,1,1,4,"Customer At Risk"
"2861","79","3","23","211",2,1,1,4,"Customer At Risk"
"500","79","23","1941","255",2,5,5,12,"Established Spender"
"7972","79","16","1151","244",2,4,4,10,"Loyal Customer At Risk"
"4240","79","5","58","212",2,1,2,5,"Customer At Risk"
"2461","79","4","43","211",2,1,1,4,"Customer At Risk"
"10067","79","3","13","211",2,1,1,4,"Customer At Risk"
"1584","79","14","482","233",2,3,3,8,"Customer At Risk"
"2674","79","15","1143","234",2,3,4,9,"Loyal Customer At Risk"
"771","79","9","194","232",2,3,2,7,"Customer At Risk"
"2895","79","9","195","232",2,3,2,7,"Customer At Risk"
"10314","79","24","1318","255",2,5,5,12,"Established Spender"
"5237","79","6","63","222",2,2,2,6,"Customer At Risk"
"10157","78","11","274","233",2,3,3,8,"Customer At Risk"
"5883","78","18","664","244",2,4,4,10,"Loyal Customer At Risk"
"3503","78","14","974","234",2,3,4,9,"Loyal Customer At Risk"
"2607","78","18","630","243",2,4,3,9,"Loyal Customer At Risk"
"697","78","20","2047","245",2,4,5,11,"Loyal Customer At Risk"
"6202","78","22","1005","254",2,5,4,11,"Loyal Customer At Risk"
"217","78","22","1540","255",2,5,5,12,"Established Spender"
"10648","78","18","1289","245",2,4,5,11,"Loyal Customer At Risk"
"5120","78","18","1289","245",2,4,5,11,"Loyal Customer At Risk"
"8427","78","22","1540","255",2,5,5,12,"Established Spender"
"3910","78","17","1862","245",2,4,5,11,"Loyal Customer At Risk"
"3856","78","22","1005","254",2,5,4,11,"Loyal Customer At Risk"
"5538","78","17","1862","245",2,4,5,11,"Loyal Customer At Risk"
"6036","78","18","1924","245",2,4,5,11,"Loyal Customer At Risk"
"10536","78","6","46","221",2,2,1,5,"Customer At Risk"
"6634","78","5","54","211",2,1,1,4,"Customer At Risk"
"11092","78","5","41","221",2,2,1,5,"Customer At Risk"
"10022","78","3","16","211",2,1,1,4,"Customer At Risk"
"6383","78","6","46","221",2,2,1,5,"Customer At Risk"
"4227","78","6","55","221",2,2,1,5,"Customer At Risk"
"10091","78","15","1067","234",2,3,4,9,"Loyal Customer At Risk"
"8916","78","3","16","211",2,1,1,4,"Customer At Risk"
"6460","78","5","57","222",2,2,2,6,"Customer At Risk"
"538","78","6","125","222",2,2,2,6,"Customer At Risk"
"146","78","20","1323","245",2,4,5,11,"Loyal Customer At Risk"
"6749","78","14","1722","235",2,3,5,10,"Big Spender"
"5577","77","3","23","211",2,1,1,4,"Customer At Risk"
"1177","77","7","129","222",2,2,2,6,"Customer At Risk"
"10203","77","4","42","211",2,1,1,4,"Customer At Risk"
"6932","77","22","2119","255",2,5,5,12,"Established Spender"
"6457","77","22","902","254",2,5,4,11,"Loyal Customer At Risk"
"641","77","6","119","222",2,2,2,6,"Customer At Risk"
"4086","77","4","60","212",2,1,2,5,"Customer At Risk"
"9426","77","11","900","234",2,3,4,9,"Loyal Customer At Risk"
"10992","77","21","1148","254",2,5,4,11,"Loyal Customer At Risk"
"10637","77","6","99","222",2,2,2,6,"Customer At Risk"
"295","77","21","1157","254",2,5,4,11,"Loyal Customer At Risk"
"5287","77","7","79","222",2,2,2,6,"Customer At Risk"
"6071","77","21","1157","254",2,5,4,11,"Loyal Customer At Risk"
"10159","77","25","1185","255",2,5,5,12,"Established Spender"
"954","77","6","102","222",2,2,2,6,"Customer At Risk"
"7998","77","6","112","222",2,2,2,6,"Customer At Risk"
"10826","77","4","60","212",2,1,2,5,"Customer At Risk"
"10304","77","4","60","212",2,1,2,5,"Customer At Risk"
"2337","77","6","39","221",2,2,1,5,"Customer At Risk"
"4037","77","3","20","211",2,1,1,4,"Customer At Risk"
"3968","77","26","1199","255",2,5,5,12,"Established Spender"
"1834","77","5","67","222",2,2,2,6,"Customer At Risk"
"10584","77","23","945","254",2,5,4,11,"Loyal Customer At Risk"
"3559","77","6","57","222",2,2,2,6,"Customer At Risk"
"8789","77","11","274","233",2,3,3,8,"Customer At Risk"
"2948","76","9","185","232",2,3,2,7,"Customer At Risk"
"238","76","24","1082","254",2,5,4,11,"Loyal Customer At Risk"
"2258","76","4","42","211",2,1,1,4,"Customer At Risk"
"3483","76","22","1526","255",2,5,5,12,"Established Spender"
"4066","76","5","46","211",2,1,1,4,"Customer At Risk"
"4303","76","1","137","212",2,1,2,5,"Customer At Risk"
"4058","76","21","811","254",2,5,4,11,"Loyal Customer At Risk"
"4333","76","6","54","221",2,2,1,5,"Customer At Risk"
"4927","76","6","68","222",2,2,2,6,"Customer At Risk"
"7301","76","6","79","222",2,2,2,6,"Customer At Risk"
"10755","76","6","81","222",2,2,2,6,"Customer At Risk"
"8414","76","6","86","222",2,2,2,6,"Customer At Risk"
"591","76","18","677","244",2,4,4,10,"Loyal Customer At Risk"
"3839","76","7","88","222",2,2,2,6,"Customer At Risk"
"11121","76","7","70","222",2,2,2,6,"Customer At Risk"
"5063","76","9","191","232",2,3,2,7,"Customer At Risk"
"7426","76","9","198","233",2,3,3,8,"Customer At Risk"
"8360","76","9","198","233",2,3,3,8,"Customer At Risk"
"6810","76","11","1187","235",2,3,5,10,"Big Spender"
"6856","75","6","65","222",2,2,2,6,"Customer At Risk"
"11010","75","6","44","221",2,2,1,5,"Customer At Risk"
"7053","75","21","1453","255",2,5,5,12,"Established Spender"
"2375","75","3","22","211",2,1,1,4,"Customer At Risk"
"6528","75","3","10","211",2,1,1,4,"Customer At Risk"
"5068","75","4","26","211",2,1,1,4,"Customer At Risk"
"1362","75","13","449","233",2,3,3,8,"Customer At Risk"
"3179","75","19","1572","245",2,4,5,11,"Loyal Customer At Risk"
"274","75","5","34","211",2,1,1,4,"Customer At Risk"
"6768","75","4","36","211",2,1,1,4,"Customer At Risk"
"10735","75","4","26","211",2,1,1,4,"Customer At Risk"
"9937","75","16","576","243",2,4,3,9,"Loyal Customer At Risk"
"6969","75","10","233","233",2,3,3,8,"Customer At Risk"
"8082","75","4","34","211",2,1,1,4,"Customer At Risk"
"10164","75","15","1691","235",2,3,5,10,"Big Spender"
"9974","75","6","70","222",2,2,2,6,"Customer At Risk"
"5250","75","21","1564","255",2,5,5,12,"Established Spender"
"1921","74","5","71","212",2,1,2,5,"Customer At Risk"
"7930","74","10","268","233",2,3,3,8,"Customer At Risk"
"1461","74","5","38","211",2,1,1,4,"Customer At Risk"
"9543","74","3","22","211",2,1,1,4,"Customer At Risk"
"6461","74","22","946","254",2,5,4,11,"Loyal Customer At Risk"
"1990","74","16","1797","245",2,4,5,11,"Loyal Customer At Risk"
"9292","74","22","1382","255",2,5,5,12,"Established Spender"
"2894","74","20","2013","255",2,5,5,12,"Established Spender"
"7093","74","3","22","211",2,1,1,4,"Customer At Risk"
"7514","74","8","177","222",2,2,2,6,"Customer At Risk"
"7254","74","7","137","222",2,2,2,6,"Customer At Risk"
"367","74","15","577","243",2,4,3,9,"Loyal Customer At Risk"
"3855","74","7","162","222",2,2,2,6,"Customer At Risk"
"9460","74","7","162","222",2,2,2,6,"Customer At Risk"
"1672","74","14","461","233",2,3,3,8,"Customer At Risk"
"5057","74","18","611","243",2,4,3,9,"Loyal Customer At Risk"
"5956","74","11","284","233",2,3,3,8,"Customer At Risk"
"3594","74","19","747","244",2,4,4,10,"Loyal Customer At Risk"
"902","74","12","312","233",2,3,3,8,"Customer At Risk"
"9265","74","19","1390","245",2,4,5,11,"Loyal Customer At Risk"
"6218","74","16","499","243",2,4,3,9,"Loyal Customer At Risk"
"257","74","18","1215","245",2,4,5,11,"Loyal Customer At Risk"
"10260","74","12","311","233",2,3,3,8,"Customer At Risk"
"2262","74","12","311","233",2,3,3,8,"Customer At Risk"
"8775","74","7","137","222",2,2,2,6,"Customer At Risk"
"2853","74","10","275","233",2,3,3,8,"Customer At Risk"
"1928","73","5","83","212",2,1,2,5,"Customer At Risk"
"10770","73","24","1045","254",2,5,4,11,"Loyal Customer At Risk"
"9240","73","16","526","243",2,4,3,9,"Loyal Customer At Risk"
"176","73","11","331","233",2,3,3,8,"Customer At Risk"
"143","73","12","957","234",2,3,4,9,"Loyal Customer At Risk"
"7106","73","18","1242","245",2,4,5,11,"Loyal Customer At Risk"
"4278","73","18","1923","245",2,4,5,11,"Loyal Customer At Risk"
"1173","73","12","2252","235",2,3,5,10,"Big Spender"
"4252","73","11","301","233",2,3,3,8,"Customer At Risk"
"4943","73","15","1727","235",2,3,5,10,"Big Spender"
"10299","73","22","882","254",2,5,4,11,"Loyal Customer At Risk"
"9246","73","13","415","233",2,3,3,8,"Customer At Risk"
"4122","73","15","895","244",2,4,4,10,"Loyal Customer At Risk"
"9029","73","22","1536","255",2,5,5,12,"Established Spender"
"6870","73","11","283","233",2,3,3,8,"Customer At Risk"
"8690","73","22","1385","255",2,5,5,12,"Established Spender"
"6906","73","17","1024","244",2,4,4,10,"Loyal Customer At Risk"
"9400","73","18","1383","245",2,4,5,11,"Loyal Customer At Risk"
"6445","73","15","858","244",2,4,4,10,"Loyal Customer At Risk"
"4637","73","24","1650","255",2,5,5,12,"Established Spender"
"5283","72","7","144","222",2,2,2,6,"Customer At Risk"
"10686","72","3","21","211",2,1,1,4,"Customer At Risk"
"10965","72","21","1722","255",2,5,5,12,"Established Spender"
"7495","72","8","156","222",2,2,2,6,"Customer At Risk"
"1030","72","4","38","211",2,1,1,4,"Customer At Risk"
"7247","72","17","606","243",2,4,3,9,"Loyal Customer At Risk"
"8093","72","13","914","234",2,3,4,9,"Loyal Customer At Risk"
"6945","72","31","1375","255",2,5,5,12,"Established Spender"
"4368","72","7","134","222",2,2,2,6,"Customer At Risk"
"11051","72","19","661","244",2,4,4,10,"Loyal Customer At Risk"
"9167","72","23","976","254",2,5,4,11,"Loyal Customer At Risk"
"5010","72","4","34","211",2,1,1,4,"Customer At Risk"
"4743","72","23","971","254",2,5,4,11,"Loyal Customer At Risk"
"460","72","16","1753","245",2,4,5,11,"Loyal Customer At Risk"
"6303","72","22","1497","255",2,5,5,12,"Established Spender"
"8562","72","10","236","233",2,3,3,8,"Customer At Risk"
"1513","72","16","1250","245",2,4,5,11,"Loyal Customer At Risk"
"7129","72","23","929","254",2,5,4,11,"Loyal Customer At Risk"
"713","72","14","442","233",2,3,3,8,"Customer At Risk"
"6653","72","14","418","233",2,3,3,8,"Customer At Risk"
"5545","72","13","988","234",2,3,4,9,"Loyal Customer At Risk"
"7124","72","7","94","222",2,2,2,6,"Customer At Risk"
"2918","72","6","91","222",2,2,2,6,"Customer At Risk"
"10364","72","3","20","211",2,1,1,4,"Customer At Risk"
"1371","72","15","984","234",2,3,4,9,"Loyal Customer At Risk"
"3732","72","21","860","254",2,5,4,11,"Loyal Customer At Risk"
"10742","72","11","746","234",2,3,4,9,"Loyal Customer At Risk"
"5062","71","4","39","211",2,1,1,4,"Customer At Risk"
"8780","71","16","507","243",2,4,3,9,"Loyal Customer At Risk"
"1172","71","24","2034","255",2,5,5,12,"Established Spender"
"2276","71","22","868","254",2,5,4,11,"Loyal Customer At Risk"
"6245","71","16","507","243",2,4,3,9,"Loyal Customer At Risk"
"9817","71","25","1049","254",2,5,4,11,"Loyal Customer At Risk"
"3386","71","7","137","222",2,2,2,6,"Customer At Risk"
"10640","71","9","211","233",2,3,3,8,"Customer At Risk"
"6349","71","18","1319","245",2,4,5,11,"Loyal Customer At Risk"
"7761","71","7","109","222",2,2,2,6,"Customer At Risk"
"4796","71","4","39","211",2,1,1,4,"Customer At Risk"
"7620","71","6","106","222",2,2,2,6,"Customer At Risk"
"1665","71","13","1750","235",2,3,5,10,"Big Spender"
"798","71","4","27","211",2,1,1,4,"Customer At Risk"
"7005","71","20","813","254",2,5,4,11,"Loyal Customer At Risk"
"4725","71","6","67","222",2,2,2,6,"Customer At Risk"
"10245","71","14","756","234",2,3,4,9,"Loyal Customer At Risk"
"8213","71","7","96","222",2,2,2,6,"Customer At Risk"
"1553","71","22","2283","255",2,5,5,12,"Established Spender"
"8175","71","7","137","222",2,2,2,6,"Customer At Risk"
"2447","71","5","69","212",2,1,2,5,"Customer At Risk"
"246","71","12","312","233",2,3,3,8,"Customer At Risk"
"7327","71","6","47","221",2,2,1,5,"Customer At Risk"
"269","71","15","1143","234",2,3,4,9,"Loyal Customer At Risk"
"8629","71","4","41","211",2,1,1,4,"Customer At Risk"
"4297","71","5","40","221",2,2,1,5,"Customer At Risk"
"3225","71","10","265","233",2,3,3,8,"Customer At Risk"
"3286","71","5","42","221",2,2,1,5,"Customer At Risk"
"10680","71","6","70","222",2,2,2,6,"Customer At Risk"
"10057","70","21","1331","255",2,5,5,12,"Established Spender"
"7646","70","20","805","254",2,5,4,11,"Loyal Customer At Risk"
"3972","70","13","401","233",2,3,3,8,"Customer At Risk"
"6927","70","11","264","233",2,3,3,8,"Customer At Risk"
"7899","70","15","1680","235",2,3,5,10,"Big Spender"
"5796","70","22","1125","254",2,5,4,11,"Loyal Customer At Risk"
"9703","70","7","184","222",2,2,2,6,"Customer At Risk"
"3717","70","16","704","244",2,4,4,10,"Loyal Customer At Risk"
"5407","70","23","1085","254",2,5,4,11,"Loyal Customer At Risk"
"1020","70","18","1366","245",2,4,5,11,"Loyal Customer At Risk"
"2431","70","5","67","222",2,2,2,6,"Customer At Risk"
"8504","70","18","1366","245",2,4,5,11,"Loyal Customer At Risk"
"4442","70","7","177","222",2,2,2,6,"Customer At Risk"
"2886","70","28","1217","255",2,5,5,12,"Established Spender"
"8625","70","6","45","221",2,2,1,5,"Customer At Risk"
"4356","70","11","1574","235",2,3,5,10,"Big Spender"
"10741","70","12","319","233",2,3,3,8,"Customer At Risk"
"5491","70","12","319","233",2,3,3,8,"Customer At Risk"
"642","69","5","103","212",2,1,2,5,"Customer At Risk"
"9905","69","9","255","233",2,3,3,8,"Customer At Risk"
"1409","69","13","444","233",2,3,3,8,"Customer At Risk"
"8858","69","17","542","243",2,4,3,9,"Loyal Customer At Risk"
"2437","69","23","1611","255",2,5,5,12,"Established Spender"
"7072","69","17","1335","245",2,4,5,11,"Loyal Customer At Risk"
